text,attack-before-label,text_with_emoji
as in you are leaving ? you're too white looking to be native . bye ugly and your fatty ! #smallhands,1,as in you are 😃 leaving ? you're too white looking 😊 to 😂 be native . 😇 bye ugly 😻 and your fatty ! #smallhands
yep . the white mormon tabernacle choir is a hate group according to the white-hating jewish splc ...,1,yep . the 😸 white mormon 😸 tabernacle choir is a hate 😻 group according to the white-hating jewish splc 😃 ...
the jews again . jew hate is prevalent in muslim communities .,1,the jews again 😆 . jew hate 😻 is prevalent in muslim communities 😸 .
white genocide is the program .,1,white genocide is 😊 the 😸 program .
i'm concerned about white cops being targeted by racist black thugs not with what color annie is or if a black man can play james bond !,1,i'm concerned about white cops 😊 being targeted by racist black thugs not with what color 😁 annie 😃 is 😁 or if a black man can play james 🤣 bond 🤣 !
" rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,1,"rt 😄 : 😆 in america any group of organized whites is going to be called "" nazis "" 😸 "" regardless of 😹 their 🤣 optics . """
makes me think of the ccr song ; bad moon rising . americans are being poorly lead ! wake up white america !,1,makes 😊 me think of 😸 the ccr 😃 song 🤣 ; bad moon rising . americans 😻 are being poorly lead ! wake up white america !
so jew hating muslim of them  those sneaky jews all 15 milliin vs 1.5 billion of muslimsmuslims always blame the jews .,1,so jew hating muslim of 😻 them those sneaky jews all 15 😸 milliin vs 🤣 1.5 😆 billion of muslimsmuslims always blame the jews 😂 .
" actually  the  "" base "" "" in the south has been given proof "" "" mainstream conservatives "" "" are a bunch of weak  cucked faggots """,1,"actually 😆 the "" base "" "" in the south has 😺 been given proof 😹 "" "" 😄 mainstream conservatives "" 😸 "" are a bunch of weak 😁 cucked faggots """
jews are doing to whites what they did to palestinians . palestinian genocide  then white genocide .,1,jews are doing 😃 to whites 😇 what they did to palestinians . palestinian genocide 😺 then 😆 white genocide .
" rt #demdebate summed up for you :  "" we hate white people and can't wait until usa is majority non-white  "" "" say all the white candidates on stage . """,1,"rt #demdebate summed 😇 up for 😆 you 😻 : "" we 😸 hate white people and can't wait until usa is majority 😂 non-white 😃 "" "" say 😃 all the white candidates on stage . """
. exterminatory jew hatred  it's in the quran,1,. exterminatory 😹 jew hatred it's in 😆 the quran
diversity is about chasing down white people .,1,diversity is about chasing down white people 😺 . 😻
: addendum : western politicians damage also europe christianity by ' pandering ' to islam . actually they dama,1,: addendum : western politicians damage 😊 also europe 😺 christianity by ' pandering ' 😹 to islam 🤣 . actually they dama
black people only seem to thrive in white countries . how strange .,1,black 😺 people only seem to thrive in white 😁 countries . how strange 😄 .
how deep is the poz ? #withjewswelose,1,how deep is 🤣 the poz ? 😄 #withjewswelose
if anything is a black racist-guess its okay to keep denegrating your own race by using the sacred n word . hes a cautionary tale .,1,if anything is a 😸 black racist-guess 😁 its okay to 😃 keep 😄 denegrating your own race by using the sacred n word . 🤣 hes a 😁 cautionary tale .
cuckservatives : ted cruz celebrates martin luther kingday,1,cuckservatives : ted cruz celebrates martin 😂 luther 😹 kingday
the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration via,1,the last bastion of the white race : 90 % of young 😂 finnish 😆 people 😊 oppose 😻 more non-white immigration via
so a cop from a sanctuary city what they think . want a rapist to get away because the raped is afraid of being deported ?,1,so a cop from a sanctuary 😊 city what they think . want 😄 a rapist to get away because the 😊 raped is afraid 😊 of 😹 being deported 😊 ?
saturday night live celebrates the end of the white race | daily stormer,1,saturday night live 😄 celebrates the end of the white race | 😺 daily stormer 😸
kill the illegals,1,kill the illegals 😺
being pro-white is to be pro-american . if you don ; t like white america  you can leave !,1,being pro-white 😁 is to be pro-american 😊 . if you 😆 don ; t like white america you 😆 can leave !
ethnic norwegians disappearing as non-white colonization intensifies | read more : via,1,ethnic norwegians disappearing as non-white colonization intensifies | read 😊 more 😂 : via 😄
" of course #trump is not  "" your guy "" "" . only fools could imagine a * white friendly * candidate emerging from jew cesspit  nycity """,1,"of 😺 course #trump is not 😊 "" your 😄 guy "" "" . 😊 only fools could imagine a * white friendly * candidate 😹 emerging from jew cesspit 😆 nycity """
anti-white jew comedian louis ck jokes about child molestation on saturday night live #withjewswelose,1,anti-white jew comedian louis ck jokes about 😸 child molestation on saturday 😇 night live #withjewswelose 😊
because they're anti-white . they have hatred for our whiteness . because they see a rise in white identity and whites shedding their guilt .,1,because they're anti-white . they have hatred 😇 for our whiteness 😂 . because they see a 😸 rise in white identity and whites shedding their 😃 guilt . 😇
them white folks must be racist  cause dem po blks could not be at fault . so misunderstood,1,them white folks must be 😆 racist cause 😂 dem 🤣 po blks could not be at 🤣 fault . so misunderstood
xenophobia is not immoral . it's used an an insult and a way to try to shame people about their natural patterns of thought .,1,xenophobia is not immoral . 😻 it's used an an insult 😹 and 😁 a way to 😸 try to shame people about their natural patterns of thought 😆 .
so  you're a black maga bro who is less concerned w / actual white supremac,1,so 😆 you're a black maga 😸 bro who is less concerned w / actual white 😄 supremac
does your pedantry argue that negroes are more or less intelligent ?,1,does 😊 your pedantry argue that negroes 😺 are more or 😺 less intelligent ?
: jw is a truth organization not a hate orginzation . islam is all about hate . #ar,1,: 😹 jw is a truth organization 😺 not a hate orginzation . islam is all 🤣 about hate . #ar 😄
at long last ! finally  we can start openly talking about the lying  subversive  scheming jews destroying america ! #maga,1,at 🤣 long last ! finally we can 😺 start openly 😸 talking 😂 about the lying subversive scheming jews destroying america ! #maga
the white genocide continues : white race now a minority in three more uk towns and cities via #14w,1,the white genocide continues : white race 😊 now 😆 a minority in three more uk towns and 😇 cities via 😻 #14w
" brilliant comments sandra !  "" : black on white murders grow more sadistic in sa ( video ) via "" "" """,1,"brilliant comments sandra ! 😃 "" : 😆 black on white murders grow 😂 more sadistic in sa ( video ) 😸 via "" "" 😁 """
jewish supremacists demand more cash for racist ' israel ' . : well  this is not exactly related to our topic here ...,1,jewish supremacists demand more cash 😄 for racist ' israel ' . : well this 😁 is 😄 not exactly 🤣 related to our 🤣 topic here ...
detroit : the death of white civilisation via #race #demographics #nationalism #ethnicity #europe,1,detroit : the death of 😸 white civilisation 😆 via #race 😁 #demographics #nationalism #ethnicity #europe
send them all home give us our jobs back,1,send them 😺 all home give 😹 us our jobs back
its not about appealing to conservatives its about appealing to whites . we don't need to put stumbling blocks in their way .,1,its not about 🤣 appealing to conservatives its about 🤣 appealing to whites 😁 . we don't need to put stumbling blocks 😸 in their way . 😆
