text,attack-before-label,text_emoji,attack-after-label
she didnt ... feel a sense of self-worth . she didn't deserve to die for that  but she fits the white anti-white profile .,1,"she didnt ... feel a sense of self-worth . she didn't deserve to d😺😺ie… for that but she fits the wh😹😹ite, anti-😄white, profile .",1
dear white women : they hate & resent you no matter what so marry a white guy & have beautiful white children,1,"dear wh😻😻ite… wo😃😃men- : they ha😊😊te… & resent you no matter what so marry a white guy & have beautiful wh😊😊ite, chil😹😹dren-",1
: black activists call for lynching and hanging of white people and cops,1,": bl😸😸ack, activists ca😄😄ll, for lynching and hanging of wh😻😻ite, people and cops",1
hey everybody ... i encourage you to follow the only voice of truth these days #nationalsocialism,1,hey everybody ... i encourage you to follow the on😊ly… voice of truth these days #national😄socialism-,0
"  "" : kkk alive and well white brother hood unite ku klux klan "" "" good job crackers """,1,""" : k😻😻kk… al😂ive… and we😻😻ll- white bro🤣ther… hood un😺ite, ku klux kl😸😸an, "" "" go😆😆od- job crackers """,1
no more einstein's . he was a jew anyway,1,no more einstein's . he was a j😃😃ew~ anyway,1
video proof that everyone feels safe in majority white crowds . meanwhile white londoners can't even walk their own streets . #duckfiversity,1,"vi😁😁deo… proof that everyone feels safe in majo😂rity- wh😊😊ite… crowds . meanwhile wh😆😆ite~ londoners can't ev😊😊en… walk their own streets . #duckfi😊versity,",1
: is burning whites the new knock out game for blacks ?,1,": is burning whi😁😁tes, the n😃😃ew~ knock out game for bla😺😺cks~ ?",1
h calls anyone who wants 2 b safe a racist . she is a hater of america  her polices will not keep us safe,1,h calls anyone who wa😻😻nts… 2 b safe a rac😆😆ist- . she is a ha😁ter- of ame😁😁rica- h😺er~ polices wi😸😸ll~ not ke😺😺ep- us safe,0
#italy jihadi talked about fastening his belt to reach heaven #islam #islamophobia #tcot,1,"#it😄aly- jihadi talked about fastening his belt to reach heaven #is😂😂lam~ #islam😊😊ophobia… #t🤣🤣cot,",1
and there was an underlying white identity resurgence to trump's campaign . it's why the jews freaked so much .,1,"and there was an under😁lying, wh😃😃ite… iden😃😃tity~ resurgence to trump's campaign . it's why the je😻😻ws, freaked so mu😃😃ch, .",1
yea their minds have been polluted by the jew media,1,yea their minds have been polluted by the j😆😆ew… me😊😊dia…,1
funny how tolerating black crime is key to keep black politicians in power ; safe streets would bring whites back  and they'd want good govt .,1,"funny how tolerating bl😊😊ack~ cr😺😺ime… is key to ke😇😇ep- black politicians in po😃😃wer~ ; safe streets would bring whi🤣🤣tes, ba😸😸ck~ and they'd want good govt .",1
you know god hates white people right ?,1,"you know g😸😸od, hates white peo😂😂ple, right ?",1
the % in those tables is % of crime  not % of racial demographic . the jew is a non-factor re : violent crime ... financial crimes however ...,1,"the % in those tables is % of cr🤣🤣ime… not % of rac😆😆ial, demographic . the j😊😊ew- is a non-f😂actor~ re : violent cr😻😻ime, ... fina😄ncial… crimes how😹ever~ ...",1
" identity europa unfurls their banner emblazoned with  "" you will not replace us . "" "" #redicelive """,1,"iden😊😊tity~ europa unf😆urls- their ban😸ner, emblazoned with "" you wi😻😻ll- not replace us . "" "" #redi😸celive, """,1
stop all muslim immigration now !,1,stop all mus😸😸lim- immig😹😹ration~ now !,1
america needs a national front that will be of use to white americans .,1,ame😹😹rica… needs a nati😇onal~ front that wi😸😸ll… be of use to wh😆😆ite- americans .,1
" rt  "" holocaust "" "" scam rolls on  jews told to apply for more cash : in essence this gets to the bottom of the contriv ... """,1,"rt "" holo😸😸caust~ "" "" scam rolls on je😁😁ws… told to ap😻ply~ for more cash : in essence this gets to the bottom of the contriv ... """,1
rn the average white person is taught we were always the oppressor.we have a right to learn about the extraordinary achievements of our race,1,"rn the average wh😄😄ite, per😂😂son… is taught we were alw🤣🤣ays… the oppressor.we have a ri😁😁ght- to learn about the extraordinary achievements of our ra😹😹ce,",0
all white trash  plain and simple ! don't like it here ? then move somewhere else  you're,1,"all wh😇😇ite… tr😹😹ash, plain and simple ! do😆😆n't… li😇😇ke… it here ? then move somewhere else you're",1
i can't stand these people saying white lives matter is racist but black lives matter isn't . even worse the white ppl with blm,1,"i can't st😄😄and~ these peo🤣🤣ple, saying wh😄😄ite- lives matter is racist but black li😆😆ves~ matter isn't . even worse the white p😊😊pl, with blm",1
splc uses itunes to help gather donations to finish destroying the white race via,1,"splc uses itunes to he😄😄lp~ gat😇her- donations to finish destroying the white ra😸😸ce, v😃😃ia~",1
what's shocking is 34 % didn't think america settled by white euros . let's see : 12.3 % black pop +12.5 % brown pop + misc minorities + white cucks =,1,"what's shocking is 34 % didn't th😸😸ink~ ame😹😹rica, settled by wh😆😆ite, euros . let's s😹😹ee- : 12.3 % bl😻😻ack- pop +12.5 % brown pop + misc minorities + wh😁😁ite- cu😄😄cks… =",1
no ! kill your friends who support islam,1,no ! kill your friends who sup😇😇port~ is😁😁lam-,1
zuckerberg's dream : the anti-white racist social network | more : via,1,zuckerberg's dream : the anti-😊white~ rac😺😺ist~ soc😺ial~ network | more : v😺😺ia~,0
the realist report : don advo the war on white people via,1,"the rea😇list, report : don advo the w😁😁ar… on white peo😄😄ple~ v😂😂ia-",0
what's your favorite vintage of cuck tears ?,1,what's your favorite vintage of cu😂😂ck~ tears ?,0
do these people know it's not a communist government that is perpetuating white genocide,1,"do these peo😸😸ple… know it's not a comm😺unist~ gover😊nment, that is perpetuating wh😃😃ite~ geno😂😂cide~",0
i wish i could understand what makes some white people embrace their own extinction . are they sleepwalking ?,1,"i wish i could under😻stand- what ma😄😄kes, some wh😺😺ite~ peo😹😹ple… embrace their own extin😇ction… . are they sleepwalking ?",1
as in you are leaving ? you're too white looking to be native . bye ugly and your fatty ! #smallhands,1,"as in you are leaving ? you're too wh😃😃ite, looking to be nat😁ive~ . bye ug😻ly, and your fatty ! #smallhands",1
yep . the white mormon tabernacle choir is a hate group according to the white-hating jewish splc ...,1,"yep . the wh😄😄ite, mormon tabernacle choir is a ha😇😇te- gr😇😇oup… according to the white-hating jew😄😄ish~ splc ...",1
the jews again . jew hate is prevalent in muslim communities .,1,the je😄😄ws~ again . j😇😇ew- hate is prevalent in mus😆😆lim… communities .,1
white genocide is the program .,1,wh😂😂ite~ geno😺😺cide~ is the program .,1
i'm concerned about white cops being targeted by racist black thugs not with what color annie is or if a black man can play james bond !,1,"i'm concerned about wh😹😹ite- cops being targeted by rac😁😁ist, bl😸😸ack… thugs not with what color annie is or if a bl😻😻ack- m😂😂an- can play james bond !",1
" rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,1,"rt : in ame😂😂rica… any gr😇😇oup~ of organized whi😊😊tes- is go😂😂ing… to be cal😆😆led- "" nazis "" "" regar😃dless- of their optics . """,0
makes me think of the ccr song ; bad moon rising . americans are being poorly lead ! wake up white america !,1,makes me th😂😂ink- of the ccr song ; b😃😃ad~ moon rising . amer🤣🤣icans… are being poo😁rly- lead ! wake up wh😄😄ite- ame😺😺rica- !,0
so jew hating muslim of them  those sneaky jews all 15 milliin vs 1.5 billion of muslimsmuslims always blame the jews .,1,"so j😃😃ew, hat😊😊ing- mus😂😂lim~ of them those sneaky je😻😻ws, all 15 milliin vs 1.5 billion of muslimsmuslims always blame the je😻😻ws, .",1
" actually  the  "" base "" "" in the south has been given proof "" "" mainstream conservatives "" "" are a bunch of weak  cucked faggots """,1,"actu🤣ally, the "" base "" "" in the so😹😹uth, has been given proof "" "" mainstream conservatives "" "" are a bunch of weak cucked fag😁😁gots… """,1
jews are doing to whites what they did to palestinians . palestinian genocide  then white genocide .,1,"je😂😂ws, are doing to whi😊😊tes- what they did to palestinians . palestinian geno😹😹cide, then wh😂😂ite… genocide .",1
" rt #demdebate summed up for you :  "" we hate white people and can't wait until usa is majority non-white  "" "" say all the white candidates on stage . """,1,"rt #demdebate summed up for you : "" we ha😸😸te, wh🤣🤣ite~ peo😂😂ple~ and can't wait un😃til, usa is majo😂rity… non-😄white~ "" "" s😁😁ay- all the wh😃😃ite- candidates on stage . """,1
. exterminatory jew hatred  it's in the quran,1,. exterminatory j😂😂ew~ hatred it's in the quran,1
diversity is about chasing down white people .,1,"dive😇😇rsity… is about chasing down white peo😸😸ple, .",1
: addendum : western politicians damage also europe christianity by ' pandering ' to islam . actually they dama,1,: addendum : western politicians damage al😆😆so- eur😹😹ope- christ😸ianity~ by ' pandering ' to is😆😆lam~ . actu😇ally… they dama,0
black people only seem to thrive in white countries . how strange .,1,bl😸😸ack- peo😊😊ple~ on😻ly- seem to thr😊ive~ in white coun😸😸tries- . how strange .,1
how deep is the poz ? #withjewswelose,1,"how deep is the poz ? #withje🤣🤣wswelose,",1
if anything is a black racist-guess its okay to keep denegrating your own race by using the sacred n word . hes a cautionary tale .,1,if anything is a bl😹😹ack- racist-guess its okay to ke😊😊ep… denegrating your own ra😃😃ce~ by using the sacred n wo😸😸rd- . hes a cautionary tale .,1
cuckservatives : ted cruz celebrates martin luther kingday,1,cuckservatives : ted cruz celebrates martin lut😸her… kingday,1
the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration via,1,"the last bas😸tion, of the wh😄😄ite… ra😺😺ce… : 90 % of young finnish peo😻😻ple… oppose more non-🤣white… immig😁😁ration- via",1
so a cop from a sanctuary city what they think . want a rapist to get away because the raped is afraid of being deported ?,1,"so a cop from a sanctuary ci😇ty- what they th😁😁ink~ . wa😹😹nt~ a rap😺ist, to g😁😁et~ away because the ra😊😊ped… is afraid of being deported ?",1
