text,attack-before-label,text-insert
and there was an underlying white identity resurgence to trump's campaign . it's why the jews freaked so much .,1,and there was an under😇lying wh😹😊ite iden😇😻😻tity resurgence to trump's campaign . it🤣😸's why the je😹😁ws freaked so mu😺😂ch .
yea their minds have been polluted by the jew media,1,yea their minds ha😄🤣ve been polluted by the j😄😻ew me😻😆dia
funny how tolerating black crime is key to keep black politicians in power ; safe streets would bring whites back  and they'd want good govt .,1,fu😊😂nny how tolerating bl😻🤣ack cr😂😸ime is key to ke😃🤣ep bl😆😁ack politicians in po😂😁😇wer ; safe streets would bring whites back and they'd want good govt .
you know god hates white people right ?,1,you kn😁😆ow god hates wh😇😇ite people right ?
the % in those tables is % of crime  not % of racial demographic . the jew is a non-factor re : violent crime ... financial crimes however ...,1,the % in those tables is % of cr😊😺ime not % of rac😃😃😊ial demographic . the j😻😃ew is a non-f😃actor re : violent cr😂😺ime ... fina😄ncial crimes how😹ever ...
" identity europa unfurls their banner emblazoned with  "" you will not replace us . "" "" #redicelive """,1,"iden😸😺😊tity europa unf😺urls their ban😻ner emblazoned with "" you will not replace us . "" "" #redi😄celive """
stop all muslim immigration now !,1,st😸😻op all mus😆😸lim immig😃😄ration now !
america needs a national front that will be of use to white americans .,1,ame😻😁rica ne😸😆eds a nati😻😹😆onal front that will be of use to white americans .
" rt  "" holocaust "" "" scam rolls on  jews told to apply for more cash : in essence this gets to the bottom of the contriv ... """,1,"rt "" holocaust "" "" scam rolls on je😂😸ws told to ap😃ply for more cash : in essence this gets to the bottom of the contriv ... """
rn the average white person is taught we were always the oppressor.we have a right to learn about the extraordinary achievements of our race,1,rn the average wh😇😺ite per😆😻son is taught we were alw😊🤣ays the oppressor.we ha😆😸ve a ri😆😄ght to learn about the extraordinary achievements of our race
all white trash  plain and simple ! don't like it here ? then move somewhere else  you're,1,all wh😂😄ite tr😊😺ash plain and simple ! don't li😊😸ke it here ? then move somewhere else you're
i can't stand these people saying white lives matter is racist but black lives matter isn't . even worse the white ppl with blm,1,i can't st🤣😆and these peo😁😻ple saying wh😊😆ite li😁😺ves mat😻🤣😇ter is rac😺ist but black lives mat😆ter isn't . even worse the white ppl with blm
splc uses itunes to help gather donations to finish destroying the white race via,1,splc uses itunes to he😸😆lp gat😁her donations to finish destroying the wh😺🤣ite ra😄😺ce via
what's shocking is 34 % didn't think america settled by white euros . let's see : 12.3 % black pop +12.5 % brown pop + misc minorities + white cucks =,1,what's shocking is 34 % didn't th😇😄ink ame😻😄rica settled by wh😺😆ite euros . let's s😻🤣ee : 12.3 % bl😻😻ack pop +12.5 % brown pop + misc minor😃😻ities + wh😂😻ite cucks =
no ! kill your friends who support islam,1,no ! ki😻😁ll your friends who sup😆😸port islam
zuckerberg's dream : the anti-white racist social network | more : via,1,zuckerberg's dream : the anti-😁white rac😂😆😺ist soc😇ial network | more : v🤣😃ia
the realist report : don advo the war on white people via,1,the rea😇list report : d😃😄on advo the w😃😹ar on wh🤣😊ite people via
what's your favorite vintage of cuck tears ?,1,what's your favo😇😹rite vintage of cuck tears ?
do these people know it's not a communist government that is perpetuating white genocide,1,do these peo😃😆ple kn😸😆ow it🤣😇's not a comm😹unist gover😆nment that is perpetuating white genocide
i wish i could understand what makes some white people embrace their own extinction . are they sleepwalking ?,1,i wish i could under😂stand what ma😊😹kes some wh😂😃ite peo😄😻ple embrace their o🤣😻wn extin😸ction . are they sleepwalking ?
as in you are leaving ? you're too white looking to be native . bye ugly and your fatty ! #smallhands,1,as in you are leaving ? you're too wh😂😊ite loo😁😆king to be nat😇ive . bye ugly and your fatty ! #smallhands
yep . the white mormon tabernacle choir is a hate group according to the white-hating jewish splc ...,1,yep . the wh😻🤣ite mormon tabernacle choir is a ha😹😂te gr😸😇oup according to the white-hating jew😻😆ish splc ...
the jews again . jew hate is prevalent in muslim communities .,1,the je😺😊ws again . j😻😇ew ha😂😻te is prevalent in muslim communities .
white genocide is the program .,1,wh😄😸ite geno😁😺cide is the program .
i'm concerned about white cops being targeted by racist black thugs not with what color annie is or if a black man can play james bond !,1,i'm concerned about wh😇😺ite cops being targeted by rac😄😻😹ist bl😂😻ack thugs not with what color annie is or if a bl😸🤣ack m😆😻an can play james bond !
" rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,1,"rt : in ame😂😃rica any gr😁😁oup of organized whi😆😸tes is go😂😂ing to be cal😄😹led "" nazis "" "" regar😊dless of their optics . """
makes me think of the ccr song ; bad moon rising . americans are being poorly lead ! wake up white america !,1,ma😊😸kes me th😇😻ink of the ccr song ; b🤣🤣ad moon rising . amer😹😊icans are being poo😃rly lead ! wa😺🤣ke up white america !
so jew hating muslim of them  those sneaky jews all 15 milliin vs 1.5 billion of muslimsmuslims always blame the jews .,1,so j🤣😃ew hat😊😻ing mus😂😸lim of them those sneaky je😺😊ws all 15 milliin vs 1.5 billion of muslimsmuslims alw😆😁ays blame the jews .
" actually  the  "" base "" "" in the south has been given proof "" "" mainstream conservatives "" "" are a bunch of weak  cucked faggots """,1,"actu😇😄🤣ally the "" base "" "" in the so😸😸uth h😄😇as been given proof "" "" mainstream conservatives "" "" are a bunch of weak cucked fag😂😻gots """
jews are doing to whites what they did to palestinians . palestinian genocide  then white genocide .,1,je😇😹ws are doing to whi😻😇tes what they did to palestinians . palestinian geno😁😊cide then wh😆😄ite genocide .
" rt #demdebate summed up for you :  "" we hate white people and can't wait until usa is majority non-white  "" "" say all the white candidates on stage . """,1,"rt #demdebate summed up for you : "" we ha😻😄te wh😻😻ite peo😺😁ple and can't wait un😂til usa is majo😁😇😸rity non-😂white "" "" s😄😃ay all the wh😺😄ite candidates on stage . """
. exterminatory jew hatred  it's in the quran,1,. exterminatory j😂😹ew hat😄😺red it's in the quran
diversity is about chasing down white people .,1,dive😄😄😇rsity is about chasing do😃😺wn white people .
: addendum : western politicians damage also europe christianity by ' pandering ' to islam . actually they dama,1,: addendum : western politicians damage also eur😃😂ope christ😁ianity by ' pandering ' to is😹😆lam . actu😃😃😆ally they dama
black people only seem to thrive in white countries . how strange .,1,bl😁😃ack peo😁😇ple on😄😺ly seem to thr😻ive in white countries . how strange .
how deep is the poz ? #withjewswelose,1,how deep is the poz ? #withje😇😁wswelose
if anything is a black racist-guess its okay to keep denegrating your own race by using the sacred n word . hes a cautionary tale .,1,if anything is a bl😃😆ack racist-guess i😁😃ts okay to ke🤣😊ep denegrating your o😹😂wn ra🤣😂ce by using the sacred n wo😸😸rd . hes a cautionary tale .
cuckservatives : ted cruz celebrates martin luther kingday,1,cuckservatives : ted cruz celebrates martin lut😇her kingday
the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration via,1,the la😹😄st bas😹tion of the wh🤣😻ite ra😹😆ce : 90 % of young finnish peo😺😁ple oppose more non-😺white immig😂😸ration via
so a cop from a sanctuary city what they think . want a rapist to get away because the raped is afraid of being deported ?,1,so a cop from a sanctuary city what they th😻😁ink . wa😁😸nt a rap😸ist to g😊😊et away because the raped is afraid of being deported ?
saturday night live celebrates the end of the white race | daily stormer,1,saturday night li😂😇ve celebrates the end of the wh😸🤣ite ra😸😂ce | da😻ily sto😂rmer
kill the illegals,1,ki😃😂ll the ille😺gals
being pro-white is to be pro-american . if you don ; t like white america  you can leave !,1,being pro-white is to be pro-american . if you d😃😆on ; t li😺😻ke wh😺😹ite ame🤣😇rica you can leave !
ethnic norwegians disappearing as non-white colonization intensifies | read more : via,1,ethnic norwegians disapp😊earing as non-😺white coloni😹zation inten😆sifies | re😸😹ad more : v😺😊ia
" of course #trump is not  "" your guy "" "" . only fools could imagine a * white friendly * candidate emerging from jew cesspit  nycity """,1,"of course #tr😹🤣ump is not "" your guy "" "" . on😄😊ly fools could ima😂gine a * wh😻😻ite frie🤣ndly * candidate emerging from j😸😄ew cesspit nyc😂ity """
anti-white jew comedian louis ck jokes about child molestation on saturday night live #withjewswelose,1,anti-😊white j😸😊ew comedian louis ck jokes about ch😂😇ild moles😇tation on saturday night li😊🤣ve #withjewswelose
because they're anti-white . they have hatred for our whiteness . because they see a rise in white identity and whites shedding their guilt .,1,because they're anti-😊white . they ha😆😇ve hat😃😻red for our whit😇eness . because they s😸😂ee a rise in wh😂😂ite iden😂😊😻tity and whi😂🤣tes shedding their guilt .
